topic,FREX,DS_RESUMO,document,gamma
33,"dac, cortical, memoria, labirinto, cerebral, cruz, alastrante, cortex, fluoxetina, triptofano",resumo exercicio_fisico suplementacao aminoacidos durante desenvolvimento fatores podem promover mudancas longo prazo eletrofisiologia cerebro dissertacao originou artigo intitulado differential effects of physical exercise and l arginine on cortical spreading depression in developing rats atualmente submetido publicacao apresentado paginas 25 45 objetivo verificar efeito administracao l arginina exercicio_fisico durante periodo critico desenvolvimento cerebro sobre depressao alastrante cortical dac ratos machos wistar receberam gavagem 300mg kg dia l arginina grupo ar n = 40 300mg kg dia l histidina grupo histidina n = 07 agua destilada veiculo grupo ag n = 40 durante 7 35 dias pos natal partir 15º 35º dia vida metade animais condicao supracitada realizaram exercicio_fisico esteira durante 20 minutos 5 secoes semanais grupos are age outra metade colocada esteira igual periodo entanto mesma desligada animais exercitados grupos arne agne comparacao animais atingiram 35 45 dias grupos jovens 90 120 dias idade adultos dac registrada durante 4 horas dois pontos corticais parietais hemisferio direito velocidade propagacao mm min calculada medindo tempo gasto onda dac atravessar distancia eletrodos ratos are aumento peso_corporal peso cerebro idade adulta comparacao arne p <0 05 duas faixas idades jovens adultos l arginina aumentou enquanto exercicio diminuiu velocidades propagacao dac animais l histidina apresentaram valores propagacao dac 3 54+ 0 14mm min semelhantes animais agne media+ d p velocidades grupos jovens 3 80+ 0 45 4 47+ 0 47 respectivamente are arne 3 57+ 0 34 3 86+ 0 32 age eagne grupos adultos 3 85+ 0 38 4 59+ 0 36 are arne respectivamente 3 03+ 0 20 3 40+ 0 16 age eagne conclui acoes suplementacao l arginina exercicio_fisico sobre dac diferentes interagem si dose usada neste trabalho provavelmente dependem mudancas plasticidade associada tratamentos durante desenvolvimento cerebral palavras chave desenvolvimento cerebral depressao alastrante cortical l arginina oxido nitrico exercicio_fisico,25,0.988521938406838
33,"dac, cortical, memoria, labirinto, cerebral, cruz, alastrante, cortex, fluoxetina, triptofano",presente trabalho objetivou estimar prevalencia excesso_peso adolescentes recife pernambuco analisar associacao fatores_socioeconomicos demograficos biologicos estilo_vida trata estudo_transversal base escolar vinculado projeto ambito nacional estudo riscos cardiovasculares adolescentes erica casuistica avaliados 2404 adolescentes 12 17 anos recife regularmente matriculados escolas_publicas privadas avaliacao estado_nutricional adolescentes coletadas medidas peso altura avaliadores previamente treinados utilizou indicador imc idade segundo sexo todas variaveis independentes referidas adolescentes atraves aplicacao questionario analisar fatores_associados excesso_peso variaveis agrupadas socioeconomicas demograficas escolaridade mae cor_pele rede ensino classe_economica numero pessoas domicilio numero televisoes residencia estilo_vida atividade_fisica alimentacao biologicas maturacao_sexual sexo faixa etaria regressao_poisson utilizada verificar associacao excesso_peso variaveis independentes prevalencia excesso_peso 26 3 sendo 16 3 sobrepeso 10 obesidade rede ensino numero televisoes residencia algumas variaveis alimentacao idade maturacao_sexual permaneceram associadas excesso_peso adolescentes apos modelo ajustado nivel socioeconomico elevado menor faixa etaria maior estagio maturacao_sexual habitos_alimentares parecem ser principais fatores determinantes excesso_peso populacao estudada espera resultados apresentados neste estudos possibilitem criacao fortalecimento politicas combate sobrepeso obesidade voltadas adolescencia possam apresentar efetividade prevencao tratamento deste agravo palavras chave adolescente fatores_risco obesidade sobrepeso,1717,0.988504823274532
34,"cafeina, pla, corredores, exaustao, suco_uva, placebo, beterraba, creatina, ciclistas, salto",objetivo presente dissertacao desenvolver analisar propriedades antioxidantes sensoriais produto po base cerveja artesanal tipo pale ale hibiscus sabdariffa atraves metodo spray drying producao cerveja artesanal utilizados agua mineral malte pale ale weyermann lupulo hersbrucker levedura nottngham infusao hibisco durante maturacao cerveja submetida secagem spray dryer localizado embrapa rj atividade_antioxidante determinada ensaios espectrofotometricos compostos_fenolicos totais folin ciocalteu frap teac avaliacao sensorial realizada acordo padroes eticos resolucao 466 2012 conep contempla declaracao helsinki apos aprovacao comite etica pesquisa hucff teste aceitacao intencao compra 2 g microparticulas diluidas 30 ml agua mineral gaseificada 30 ml agua mineral gas distribuidas temperatura 8ºc copos descartaveis transparentes 50 ml codificados 3 digitos aleatorios dados obtidos avaliados anova seguido teste_tukey 95 confianca comparacao medias atraves software xlstat R ensaios folin ciocalteu frap teac apresentaram respectivamente valores 136 7 mg eag g 1 5506 67 mol fe+2 g 1 1840 33 mol trolox g 1 presente estudo 100 participantes realizaram teste aceitacao uso escala hedonica 9 pontos teste intencao compra observadas diferencas significativas notas obtidas meio teste aceitacao atributos aparencia geral 6 13 + 1 8 6 01 + 1 8 cor 6 09 + 1 66 5 98 + 1 66 sabor 5 51 + 2 05 4 98 + 2 05 produtos reconstituidos agua mineral gaseificada agua mineral gas respectivamente referencia teste intencao compra media respostas amostra reconstituida agua gaseificada 4 46 + 2 14 diferiu comparada amostra gas 4 16 + 2 14 atraves resultados obtidos presente estudo possivel concluir microparticulas desenvolvidas base cerveja artesanal tipo pale ale hibiscus sabdariffa apresentam valores elevados compostos_fenolicos totais atividade_antioxidante mensurada frap teac comparada outros estudos literatura alem disso presenca ausencia gaseificacao bebidas apresentaram diferencas estatisticas aspectos sensoriais observados intencao compra evidenciando versatilidade consumo,3699,0.9897220434869104
34,"cafeina, pla, corredores, exaustao, suco_uva, placebo, beterraba, creatina, ciclistas, salto",diabetes mellitus dm problema saude_publica franco aumento deficiencia vitamina_d vem sendo associada progresso enfermidade varios estudos_epidemiologicos longitudinais ultimas decadas relacionado dm risco aumentado comprometimento cognitivo particularmente dm tipo 2 dm2 presente estudo objetivou avaliar fatores influentes status vitamina_d relacao estado cognitivo individuos dm2 municipio barbacena  mg trata estudo_caso controle envolvendo populacao urbana barbacena mg diagnosticados dm2 ambos generos idade acima 45 anos coletados dados_socioeconomicos antropometricos indice_massa_corporal imc circunferencia_cintura cc circunferencia_panturrilha cp relacao cintura estatura rce questionario_frequencia_alimentar qfa fatores_associados status vitamina_d exposicao_solar fototipo pele suplementacao vitamina_d avaliacao cognitiva meio mini exame estado mental mmse participaram pesquisa 232 individuos categorizados controle n=138 dm2 n= 94 subdivididos adultos n=101 idosos n=131 79 2 adultos 67 9 idosos sexo_feminino idosos dm2 menor frequencia solteiros p= 0 028 maior frequencia escolaridade instrucao inicial incompleto p= 0 030 diferencas estatisticas parametros_antropometricos fototipo pele adultos dm2 praticavam menos atividade_fisica sol p=0 034 faziam menor uso protetor solar p=0 005 adultos diabetes faziam uso protetor solar p=0 001 rosto p=0 012 parcela expressiva populacao geral possuia 1 4 anos estudo nesse nivel_escolaridade observou prevalencia consideravel individuos comprometimento cognitivo 64 8 cluster 1 menor status vitamina_d obteve maior percentual individuos dm2 comprometimento cognitivo escolaridade 1 4 anos p=0 007 cluster 2 maior status vitamina_d obteve individuos instrucao inicial incompleto dm2 p=0 019 controle p=0 007 alimentos fonte vitamina_d consumidos baixa frequencia estudo sugere baixo status vitamina_d pode ter influenciado estado cognitivo particularmente grupo dm2,3882,0.9886079543705465
34,"cafeina, pla, corredores, exaustao, suco_uva, placebo, beterraba, creatina, ciclistas, salto",considera aspectos espirituais religiosos crencas pessoais centrais qualidade_vida qv inclusive acompanhar logica definicao saude contempla dimensoes fisica mental social espiritual cuidado integral contempla comportamento_alimentar ca direito humano alimentacao nutricao adequada dhana requerido cada vez ultimos anos principalmente familias envolvem criancas_adolescentes garantido sujeitos vivem situacao inseguranca_alimentar ia interfere qv comum alteracoes ca restricao cognitiva rc alimentacao emocional ae descontrole alimentar nesse contexto objetivos deste estudo avaliar responsaveis escolares 5 11 anos municipios pequeno porte sul minas gerais i qv aspectos espirituais religiosos crencas pessoais whoqol srpb ii tres dimensoes ca tfeq r21 ae rc iii inseguranca_alimentar ebia iv praticas_alimentares objetivou identificar correlacao v aspectos espirituais religiosos crencas pessoais ca vi ca praticas_alimentares vii interferencia ia qv investigacao realizada meio aplicacao questionarios online utilizou analises descritivas cluster teste t student correlacao_pearson spearman agrupamento feito conforme condicoes_socioeconomicas divididos dois grupos grupo condicoes_socioeconomicas inferiores csi grupo condicoes_socioeconomicas superiores css maioria encontrava ia maior prevalencia csi diferenca estatistica estar estar ia pontuacoes facetas conexao ser forca espiritual encontrar sentido vida ter sentimento totalidade integracao admiracao paz interior todavia diferenca facetas fe forca espiritual esperanca otimismo ca frequente ae rc quais correlacionados indicando maioria pessoas ae tendencia rc menos presente correlacionado consumo alguns marcadores negativos costume beber refrigerante frequentar fast foods dentre praticas_alimentares comum consumo ultraprocessados principalmente produtos acucarados contrapartida praticas relacionadas marcadores positivos consumir farinha integral ingerir frutas cafe_manha mostraram habituais ca correlacao significativa rc aspectos srbp ae conclui ia pode interferir qv relacionada aspectos srbp fazendo sujeitos dificuldade autodesenvolver assim pessoas ia podem utilizar espiritualidade fe enfretamento situacao correlacao whoqol srbp rc entende ca pode estar interrelacionado aspectos srbp tematicas subjetivas necessitando estudos profundidade acoes continuadas educacao_alimentar_nutricional educacao_saude sujeitos capazes serem autonomos conscientes acerca atitudes alimentares saude favorecem qualidades vida,3887,0.9860338241511036
34,"cafeina, pla, corredores, exaustao, suco_uva, placebo, beterraba, creatina, ciclistas, salto",nutricao materna consumo acidos_graxos durante periodos gestacionais lactacao determinantes criticos fortemente relacionados desenvolvimento fetal pos natal normais outro lado alteracoes nutricao prole periodos iniciais vida podem predispor desenvolvimento disturbios_metabolicos nesse sentido buscado compostos atuem prevencao reversao disturbios oleo_chia oc destaca alimento promissor possuir elevado conteudo acido linolenico 55 66 compostos_fenolicos desse modo objetivo presente estudo avaliar efeito suplementacao materna oc parametros metabolicos estresse_oxidativo hepatico modelo hiperalimentacao neonatal realizou extracao caracterizacao oleos utilizados durante experimento suplementacao materna oc 5g kg p c oleo milho om controle negativo mesma dose ocorreu durante acasalamento desmame 21 dias filhotes formacao grupos hiperalimentado deu partir reducao tamanho ninhada 3 4 filhotes cada femea durante amamentacao assim considerando suplementacao materna modelo animais divididos seis grupos experimentais controle c hiperalimentacao pos natal h c suplementado oc coc c suplementado om h suplementado oc hoc h suplementado om hom durante periodo experimental ganho_peso filhotes monitorado semanalmente alem disso 120 dias vida animais submetidos teste tolerancia oral glicose ttog teste tolerancia insulina tsi apos eutanasia 120 dias amostras coletadas avaliacao glicemia lipidograma insulinemia parametros lipidicos estresse_oxidativo teciduais hepaticos nivel significancia adotado resultados p<0 05 21 dias peso_corporal total grupo h 26 maior grupo c 29 maior grupo hoc comparado coc 120 dias somente grupo hoc apresentou diferenca relacao coc sendo 14 maior percentual ganho_peso 46 menor grupo hom comparado indice lee hoc 10 maior coc peso tecidos apresentou nenhuma diferenca significativa ttog grupo hom apresentou media glicemia maior tempos 0 120min comparado tsi grupo hoc apresentou menor glicemia relacao coc tempo 15min glicemia insulinemia lipidograma apresentaram diferenca estatistica exceto triglicerideos grupo coc maiores relacao lipidios totais figado apresentaram diferenca relacao estresse_oxidativo encontrada nenhuma relevancia estatistica analises histologicas todos grupos apresentaram caracteristicas comuns tecido questao modelo hiperalimentacao apesar ser estabelecido literatura modelo excesso_peso tecido_adiposo alteracoes metabolicas completamente estabelecido presente trabalho devido fato porem limitante verificado efeitos positivos suplementacao materna oc parametros gerados modelo experimental proposto ainda faz necessarios estudos aperfeicoamento modelo programacao metabolica proposto pesquisas necessarias elucidar potencial beneficio suplementacao materna oleo_chia,4450,0.9852603074965578
34,"cafeina, pla, corredores, exaustao, suco_uva, placebo, beterraba, creatina, ciclistas, salto",padroes dieteticos incluam consumo regular compostos prebioticos capazes modular composicao metabolismo microbiota_intestinal humana exercendo papel importante saude hospedeiro beterraba vermelha beta vulgaris l importante especie olericola destacavel aporte nutrientes compostos_bioativos destaque fibras dieteticas compostos_fenolicos betalainas trabalho objetivo avaliar potencial prebiotico liofilizados obtidos diferentes porcoes beterraba vermelha meio verificacao efeitos sobre crescimento metabolismo cepas probioticas lactobacillus_acidophilus la 05 lacticaseibacillus casei l 26 limosilactobacillus fermentum 296 microbiota colonica humana condicoes in vitro ensaios realizados liofilizados porcoes raiz fdbr talos folhas fdbsl beterraba vermelha cultivar early wonder fdbr fdbsl submetidos analises determinacao composicao_nutricional parametros fisico quimicos seguida cepas lactobacillus expostas condicoes simuladas trato_gastrointestinal presenca fdbr fdbsl avaliados aspectos relacionados viabilidade celular functionalidade fisiologica capacidade_antioxidante_total compostos_fenolicos totais durante tres fases principais digestao boca estomago intestino segunda etapa novas amostras fdbr fdbsl submetidas digestao gastrointestinal simulada produto digestao avaliado ensaios fermentacao usando unica fonte carbono cultivo cepas probioticas avaliacao modulacao microbiota colonica utilizando inoculo fecal calculado escore atividade prebiotica atividade metabolica microbiana monitorada meio determinaao ph conteudos acucares acidos organicos diferentes sistemas cultivo monitorados perfil fenolicos capacidade_antioxidante_total durante fases digestao simulada fermentacao inoculo fecal fdbr fdbsl apresentaram altos teores fibras soluveis 5 25 11 10 g 100 g insoluveis 21 43 37 03 g 100 g pectinas 8 45 9 51 g 100 g betalainas 3 3628 99 g 100 g variedade compostos_fenolicos fdbr fdbsl estimularam crescimento cepas probioticas testadas altas contagens celulas viaveis >9 log ufc ml aumento producao acidos acetico butirico latico propionico alteracoes teores compostos_fenolicos durante 72 h cultivo ainda apresentaram valores positivos indices prebioticos =0 17 durante exposicao digestao simulada fdbr fdbsl aumentaram sobrevivencia manutencao funcoes fisiologicas ativas cepas probioticas indicado alta contagem celulas viaveis =3 5 log ufc ml percentual celulas fisiologicamente ativas >25 2 fdbr 23 1> fdbsl fdbr fdbsl aumentaram abundancia lactobacillus spp enterococcus spp 3 64 7 60 bifidobacterium spp 2 76 5 78 diminuiram abundancia bacteroides spp prevotella spp 9 56 4 18 clostridium histolyticum 1 62 1 15 eubacterium rectale clostridium coccoides 2 33 1 49 durante 48 h fermentacao colonica resultando indices prebioticos positivos > 3 61 fdbr fdbsl promoveram intensa atividade metabolica evidenciada diminuicao ph aumento producao acido latico acetico butirico propionico consumo glicose frutose longo tempo cultivo probioticos ensaios fermentacao colonica alteracoes conteudo compostos_fenolicos alta capacidade_antioxidante durante fermentacao colonica observados fbrd fdbsl mostraram potenciais propriedades prebioticas podendo ser explorados formulacao produtos_alimenticios suplementos dieteticos funcionais,4481,0.9841332030507652
35,"qualidade_dieta, pontuacao, pontuacoes, iqd, ias, indice_qualidade_dieta, vegetarianos, integrais, leguminosas, revisado",transtorno espectro autista tea transtorno neurodesenvolvimento prevalencia criancas_adolescentes vem aumentando longo anos estudos apontam deficiencia oligoelementos fatores envolvidos etiologia transtorno sendo zinco principais oligoelementos investigado individuos tea assim objetivo deste estudo realizar revisao_sistematica sobre relacao status zinco autismo criancas_adolescentes protocolo desta revisao registrado international prospective register of systematic_reviews prospero numero registro crd42020157907 diretrizes metodologicas adotadas acordo declaracao preferred reporting items systematic_reviews and meta analyses prisma selecao estudos realizada partir busca ativa bases dados pubmed scopus lilacs atraves descritores busca zinc trace elements biometals autism children adolescent avaliacao qualidade metodologica estudos realizada atraves escala newcastle ottawa incluidos 35 estudos 34 caso controles coorte realizados 13 paises sendo eua 20 china 17 russia 17 maior numero estudos tamanhos amostras variaram 20 371 idades participantes 2 18 anos nove tipos matrizes biologicas avaliadas estudos sendo cabelo 51 soro 26 utilizadas avaliacao concentracoes zinco diferencas significativas concentracoes zinco grupos tea controle observadas 15 estudos desses 34 observaram concentracoes zinco menores grupo tea 9 concentracoes maiores grupo tea criancas_adolescentes tea apresentaram concentracoes zinco menores relacao controles estudos intervencao estrategias suplementacao zinco criancas_adolescentes tea devem ser conduzidos,3416,0.9760698211560201
35,"qualidade_dieta, pontuacao, pontuacoes, iqd, ias, indice_qualidade_dieta, vegetarianos, integrais, leguminosas, revisado",dietas ricas compostos_bioativos possuem papel importante prevencao doencas compostos_fenolicos podem atuar sequestradores radicais livres quelantes ions metalicos moduladores sistema antioxidante endogeno acao grande importancia contra estresse_oxidativo polifenois podem atuar prevencao tratamento alguns tipos cancer meio inibicao crescimento celulas tumorais tucum cerrado bactris setosa mart fruto possui diversos compostos vitamina_c flavonoides antocianidinas quercetina potencial_antioxidante vem sendo demonstrado diversos estudos objetivo desse trabalho avaliar efeitos extrato aquoso tucum cerrado bactris setosa mart celulas eucarioticas celulas saccharomyces cerevisiae selvagem fator transcricao yap1 envolvido transcricao genes enzimas antioxidantes utilizadas ensaios crescimento sobrevivencia utilizados oxidantes menadiona 5 15 m peroxido hidrogenio 0 5 1 mm extrato tucum cerrado testado concentracoes 10 150 g ml modelos celulas cancerigenas intestinais fibroblastos intestinais organoides jejuno humano avaliados quanto viabilidade celular apos serem expostos extrato aquoso tucum niveis mrna enzimas antioxidantes superoxido_dismutase sod catalase glutationa_peroxidase gpx fatores transcricao nf e2 related factor 2 nrf2 subunidade alfa fator 1 induzivel hipoxia hif 1 envolvido transcricao diversos genes incluindo genes envolvidos angiogenese avaliados concentracoes 15 m menadiona 1 mm h2o2 resultaram menor crescimento sobrevivencia s cerevisiae extrato tucum prejudicou crescimento sobrevivencia s cerevisiae nenhuma concentracao testada alem exercer efeito protetor crescimento celulas selvagens expostas menadiona h2o2 efeito observado celulas yap1 onde extrato tucum protegeu contra exposicao h2o2 resultados indicaram acao protetora tucum contra estresse_oxidativo promovido h2o2 depende presenca yap1 celulas intestinais extrato tucum concentracao 1 mg ml reduziu proliferacao celular celulas caco 2 organoides jejuno fibroblastos resultado indica acao especifica extrato celulas cancerigenas concentracao 0 5 mg ml extrato capaz aumentar producao mitocondrial superoxido reduzir niveis mrna enzimassod catalase gpx fatores transcricao nrf2 hif 1 subunidade sintase oxido nitrico embora niveis mrna sido reduzidos expressao_proteica mnsod catalase mantiveram niveis proximos grupo_controle resultados encontrados sugerem acao extrato tucum celulas caco 2 relacionada aumento estresse_oxidativo causado aumento superoxido manutencao enzimas antioxidantes niveis normais,4230,0.9289159470521
35,"qualidade_dieta, pontuacao, pontuacoes, iqd, ias, indice_qualidade_dieta, vegetarianos, integrais, leguminosas, revisado",doencas transmitidas alimentos dta problema mundial ocorrem apos ingestao_alimentos contaminados sinalizando falta qualidade alimentos ponto vista seguranca_alimentar pandemia_covid_19 causou varios desafios todo mundo implicacoes diretas producao manipulacao alimentos estimulando reforcando adocao boas praticas fabricacao manipulacao alimentos potencialmente reduzindo incidencia dta portanto objetivo deste estudo analisar dados sobre notificacao dta brasil anos anteriores 2018 2019 durante 2020 2021 pandemia_covid_19 realizado estudo_coorte retrospectiva avaliando locais contaminacao criterios confirmacao agente etiologico taxa incidencia geral letalidade mortalidade 2 206 registros dta sendo 1 368 casos antes 838 casos durante pandemia_covid_19 taxa mortalidade 0 5 ambos periodos taxa incidencia antes pandemia 6 48 durante pandemia 3 92 enquanto coeficiente mortalidade 0 033 antes 0 019 durante pandemia ambos 100 000 habitantes diferenca significativa numero notificacoes dta periodos avaliados migracao locais aumento significativo notificacoes dta hospitais unidades saude reducao notificacoes eventos sociais demonstrando maior atencao comportamento higienico bem melhora conhecimentos atitudes praticas seguranca_alimentar manipuladores_alimentos profissionais_saude aumento significativo tipo criterio utilizado confirmar surtos aumento exames clinicos laboratoriais laudos clinicos bromatologicos,4819,0.8899469943677956
35,"qualidade_dieta, pontuacao, pontuacoes, iqd, ias, indice_qualidade_dieta, vegetarianos, integrais, leguminosas, revisado",introducao mudancas estilo_vida associadas aumento fatores_risco saude principalmente relacionados alimentacao indices dieteticos resumem caracteristicas alimentacao possibilitam avaliacao possiveis deficiencias excessos nutrientes grupos alimentos objetivo analisar qualidade_dieta identificar fatores_associados adultos residentes area urbana cuiaba mt metodo estudo_transversal amostra extraida estudo base_populacional 195 adultos 20 50 anos ambos_sexos dados dieteticos obtidos questionario frequencia consumo_alimentar coletados dados_sociodemograficos estilo_vida antropometricos composicao_corporal qualidade_dieta analisada meio indice_qualidade_dieta revisado iqd r adaptado populacao brasileira comparacao medias utilizou teste mann_whitney p<0 05 associacoes estimadas meio regressao_logistica resultados media iqd r 75 2 pontos ic 95 74 2 76 1 diferenca estatisticamente_significativa sexos p=0 03 pontuacao grupo alimentos mostrou homens obtiveram maiores escores oleos oleaginosas gordura peixe 9 4 vs 8 9 p=0 02 comparacao mulheres grupo frutas inteiras sodio pontuacao maior mulheres 4 7 vs 4 2 p<0 01 2 9 vs 1 9 p<0 01 respectivamente individuos idade 30 anos obtiveram maior pontuacao tanto iqd r total 76 4 vs 73 6 p<0 01 grupo frutas inteiras 4 7 vs 4 2 p<0 01 gordura_saturada 9 0 vs 8 5 p<0 01 calorias provenientes gordura solida alcool acucar adicao regressao_logistica iqd r adequado variaveis independentes mostrou associacao mulheres individuos 30 anos cujo chefe familia apresentava escolaridade maior conclusao mulheres obtiveram melhor pontuacao frutas inteiras sodio enquanto homens escores oleos oleaginosas gordura peixe maiores individuos velhos obtiveram maior pontuacao frutas inteiras gordura_saturada calorias provenientes gordura solida alcool acucar adicao homens consumiram vegetais totais vegetais verdes escuros alaranjados leguminosas carnes ovos leguminosas oleos oleaginosas oleo_peixe fatores mostraram associados iqd r adequado idade sexo escolaridade chefe familia,476,0.8854251506520884
35,"qualidade_dieta, pontuacao, pontuacoes, iqd, ias, indice_qualidade_dieta, vegetarianos, integrais, leguminosas, revisado",gontijo cristiana araujo m sc universidade federal vicosa agosto 2012 influencia qualidade_dieta habitos vida adolescencia condicoes saude fase adulta orientadora silvia eloiza priore coorientadoras sylvia carmo castro franceschini juliana farias novaes barros sonia machado rocha ribeiro conhecimento modificacoes habitos_alimentares adolescencia fase adulta quais fatores adolescencia influenciam qualidade_dieta fase adulta poderao auxiliar direcionamento intervencoes necessarias promocao_saude prevencao doencas objetivo deste estudo avaliar influencia qualidade_dieta habitos vida adolescencia condicoes saude fase adulta trata estudo_coorte avaliou informacoes adolescencia fase adulta estudo final realizado individuos ambos_sexos atendidos programa atencao_saude adolescente proasa divisao saude dsa universidade federal vicosa ufv adolescencia encontrados fase adulta adolescencia coletou informacoes prontuarios referentes primeira consulta proasa idade peso estatura perimetro_cintura quadril relacao cintura estatura cintura quadril recordatorio_alimentar habitual questionario estilo_vida fase adulta aferiu medidas_antropometricas composicao_corporal pressao_arterial aplicados recordatorio_alimentar habitual questionario estilo_vida avaliar qualidade global dieta duas fases utilizou adaptacao healthy eating index 2005 iqd calculou delta iqd iqd = pontuacao total iqd fase adulta  pontuacao total iqd adolescencia relacao analises estatisticas realizou estatistica_descritiva media mediana teste normalidade kolmogorov smirnov testes_t pareado teste wilcoxon teste t student mann_whitney correlacao_pearson spearman regressao_linear_multipla adotou nivel significancia 5 amostra final composta 130 individuos sendo 70 8 sexo_feminino adolescencia media pontuacao total iqd 60 94+ 10 10 variando 37 80 85 60 fase adulta valor maior p<0 05 63 81+ 10 78 variando 38 04 92 57 componentes cereais integrais vegetais totais vegetais verdes escuro alaranjados leguminosas vegetais val apresentaram maiores pontuacoes fase adulta p<0 05 acordo delta iqd verificou 56 9 n=74 individuos melhoraram pontuacao adolescencia fase adulta individuos cujo iqd positivo apresentam modificacoes positivas componentes cereais integrais frutas totais frutas inteiras vegetais totais vegetais val carne ovos leguminosas gordura_saturada calorias provenientes gordura solida acucar adicao gord aa p<0 05 individuos iqd negativo apresentaram modificacoes negativas cereais totais frutas totais frutas inteiras vegetais val gordura_saturada gord aa p<0 05 modificacoes adolescencia fase adulta avaliadas sexos somente feminino permaneceu melhora iqd total p<0 001 individuos sexo_feminino apresentam fase adulta valores maiores componentes cereais integrais vegetais totais vegetais val gord aa p<0 05 masculino apresentaram fase adulta valores menores cereais totais gordura_saturada gord aa p<0 05 observou correlacao positiva pontuacao total iqd fase adulta pontuacao componentes frutas totais frutas inteiras adolescencia correlacao negativa relacao_cintura_quadril adolescencia distanciamento ultima consulta proasa reavaliacao fase adulta p<0 05 pontuacao total iqd fase adulta demonstrou associacao negativa sexo_masculino distanciamento ultima consulta proasa iniciativa propria consulta proasa consumo produtos diet adolescencia encontrou associacao negativa pontuacao componente vegetais totais adolescencia pressao_arterial sistolica fase adulta conhecimento modificacoes habitos_alimentares adolescencia fase adulta variaveis adolescencia interferem condicao nutricional fase adulta importantes realizacao medidas intervencao nutricionais direcionadas eficazes promovendo saude prevenindo doencas atuais futuras,406,0.8512229315552456
36,"7nachr, sinalizacao, gpr120, hipotalamo, akt, hipotalamica, lps, rock, uprmt, homeostase",obesidade sido considerada epidemia mundial brasil metade populacao possui excesso_peso valores obesidade continuam subir dados oms categoricos afirmar obesidade responsavel desenvolvimento serie patologias diabetes mellitus tipo ii doencas_cardiovasculares acidente vascular cerebral avc dislipidemias alguns tipos cancer desta maneira atualmente existe grande demanda melhor entendimento processos bioquimicos metabolicos relacionados obesidade via transducao sinal proteina mtor sido associada controle balanco_energetico organismo funcionando ora sensor quantidade nutrientes disponivel ora sinalizador gasto armazenamento dessa energia presente trabalho objetivo estudo diferentes s6ks conhecidas efetoras resposta dirigida mtor sistema_nervoso_central snc consequencias homeostase energetica organismo tanto modulacao expressao proteinas s6ks hipotalamo enfoque caracterizar diferenciar papeis isoformas s6ks neste local superexpressar isoformas s6ks hipotalamo camundongos utilizados vetores adenovirais capazes realizar funcao in vitro aumento expressao s6ks hipotalamo reduziu ingestao_alimentar sensibilidade jejum camundongos modulou niveis rnam neuropeptideos agrp npy outro lado parece prejudicar metabolismo periferico glicose sistema cre loxp utilizado investigar papel isoforma p54 s6k2 neuronios agrp dados encontrados demonstram potencial papel proteina s6k2 neuronios agrp controlando comportamento_alimentar presente estudo ressalta importante papel via mtor s6ks controle metabolico organismo necessario melhor compreensao processos fisiologicos envolvidos desenvolvimento obesidade,2586,0.9915011771493232
36,"7nachr, sinalizacao, gpr120, hipotalamo, akt, hipotalamica, lps, rock, uprmt, homeostase",pratica regular exercicios sido descrita boa alternativa prevencao reducao dor ausencia efeitos colaterais comuns medicamentos analgesicos comercialmente disponiveis ponto positivo entretanto intensidade volume exercicio geracao hipoalgesia bem mecanismos ainda pouco aprofundados portanto considera importante desenvolver estudos exercicio_fisico adequado condicoes individuais investiguem prevencao reducao dor muscular bem mecanismos neurobiologicos envolvidos hipoalgesia induzida exercicio sabe durante processo doloroso exercicio_fisico pode atuar organismo atraves diversas vias sido foco estudos investigacao mecanismos envolvidos transicao condicoes dor aguda cronica fim melhorar abordagens prevencao alem disso ativacao receptor pparg receptores ativados proliferadores peroxissoma gama surgido potencial anti_inflamatorio redutor dor podendo ser importante via hipoalgesia induzida exercicio dessa forma objetivo desse estudo verificar dois protocolos treinamento aerobico cronico diferentes intensidades capacidades induzir hipoalgesia induzida exercicio nesse caso comparar eficiencias alem disso avaliamos hipoalgesia induzida exercicio_fisico cronico modulada ativacao receptores pparg tecido muscular avaliar exercicio_fisico agudo capaz modular sensibilizacao neuronios centrais prevenindo desenvolvimento estado hiperalgesia latente,1822,0.9896959069776279
